장비ID,장비명/국사명,사업장,순서,key,업무명,운용팀,장비명/국사명,장비ID,국사,본부,자산현행화(세부항목),MOSS(BS)발행,자산점검 완료(MOSS 미발행),
175.202.15.194,1#미소빌#1-E5016,전북특별자치도 완주군 봉동읍 둔산리 885-12,1,1전북특별자치도 완주군 봉동읍 둔산리 885-12,L2 자산정비(위치정보/상태불일치,전주,1#미소빌#1-E5016,175.202.15.194,봉동국사,호남,,,,
175.202.125.240,아름다운빌원룸-E5016,전북특별자치도 완주군 봉동읍 둔산리 896-8,1,1전북특별자치도 완주군 봉동읍 둔산리 896-8,L2 자산정비(위치정보/상태불일치,전주,아름다운빌원룸-E5016,175.202.125.240,봉동국사,호남,,,,
175.202.125.235,1#고온플라즈마#1-E5016,전북특별자치도 완주군 봉동읍 용암리 산 38-0,1,1전북특별자치도 완주군 봉동읍 용암리 산 38-0,L2 자산정비(위치정보/상태불일치,전주,1#고온플라즈마#1-E5016,175.202.125.235,봉동국사,호남,,,,
175.202.125.242,1#둔산리889-10#1-E5016,전북특별자치도 완주군 봉동읍 둔산리 889-10,1,1전북특별자치도 완주군 봉동읍 둔산리 889-10,L2 자산정비(위치정보/상태불일치,전주,1#둔산리889-10#1-E5016,175.202.125.242,봉동국사,호남,,,,
14.55.197.203,벽산_103동-E5024,전북특별자치도 완주군 봉동읍 둔산리 873-2,1,1전북특별자치도 완주군 봉동읍 둔산리 873-2,L2 자산정비(위치정보/상태불일치,전주,벽산_103동-E5024,14.55.197.203,봉동국사,호남,,,,
14.55.197.206,1#벽산솔렌스힐_106동#1-E5024,전북특별자치도 완주군 봉동읍 둔산리 873-2,2,2전북특별자치도 완주군 봉동읍 둔산리 873-2,L2 자산정비(위치정보/상태불일치,전주,1#벽산솔렌스힐_106동#1-E5024,14.55.197.206,봉동국사,호남,,,,
14.55.197.210,1#벽산솔렌스힐_관리동#1-E5016,전북특별자치도 완주군 봉동읍 둔산리 873-2,3,3전북특별자치도 완주군 봉동읍 둔산리 873-2,L2 자산정비(위치정보/상태불일치,전주,1#벽산솔렌스힐_관리동#1-E5016,14.55.197.210,봉동국사,호남,,,,
14.55.197.223,1#풀하우스#1-E5024,전북특별자치도 완주군 봉동읍 둔산리 891-4,1,1전북특별자치도 완주군 봉동읍 둔산리 891-4,L2 자산정비(위치정보/상태불일치,전주,1#풀하우스#1-E5024,14.55.197.223,봉동국사,호남,,,,
121.186.104.245,아이빌-E5024,전북특별자치도 완주군 봉동읍 장기리 206-10,1,1전북특별자치도 완주군 봉동읍 장기리 206-10,L2 자산정비(위치정보/상태불일치,전주,아이빌-E5024,121.186.104.245,봉동국사,호남,,,,
121.145.112.7,2#성북 부산신항내 씨스테인웨그#6-E5624R,부산광역시 강서구 성북동 1501-0,2,2부산광역시 강서구 성북동 1501-0,L2 자산정비(위치정보/상태불일치,김해,2#성북 부산신항내 씨스테인웨그#6-E5624R,121.145.112.7,부산강서국사,부산,사용중지,,,
121.145.112.23,3#신항터미널PNIT3F서버실#3-DAS_V2916GB,부산광역시 강서구 성북동 1501-0,3,3부산광역시 강서구 성북동 1501-0,L2 자산정비(위치정보/상태불일치,김해,3#신항터미널PNIT3F서버실#3-DAS_V2916GB,121.145.112.23,부산강서국사,부산,사용중지,,,
222.119.172.105,1#공군부대독신자숙소 M동#1-E5624R,부산광역시 강서구 대저2동 794-0,2,2부산광역시 강서구 대저2동 794-0,L2 자산정비(위치정보/상태불일치,김해,1#공군부대독신자숙소 M동#1-E5624R,222.119.172.105,부산강서국사,부산,사용중지,,,
61.75.160.10,2#지사 테크노파크_생산기술연구원2층MDF실#1-E5016H,부산광역시 강서구 지사동 1276-0,1,1부산광역시 강서구 지사동 1276-0,L2 자산정비(위치정보/상태불일치,김해,2#지사 테크노파크_생산기술연구원2층MDF실#1-E5016H,61.75.160.10,부산강서국사,부산,사용중지,,,
222.105.53.27,1#신흥동 동우화인캠#1-E5016,전북특별자치도 익산시 신흥동 740-30,1,1전북특별자치도 익산시 신흥동 740-30,L2 자산정비(위치정보/상태불일치,익산,1#신흥동 동우화인캠#1-E5016,222.105.53.27,부송국사,호남,,,,
222.105.135.246,줄포국사 긴급복구-V2708GC,전북특별자치도 부안군 부안읍 선은리 260-6,1,1전북특별자치도 부안군 부안읍 선은리 260-6,L2 자산정비(위치정보/상태불일치,정읍,줄포국사 긴급복구-V2708GC,222.105.135.246,부안국사,호남,사용중지,,,
59.0.128.178,1#삼익MDF#1-U3024B,광주광역시 북구 동림동 645-0,1,1광주광역시 북구 동림동 645-0,L2 자산정비(위치정보/상태불일치,북광주,1#삼익MDF#1-U3024B,59.0.128.178,북광주국사,호남,사용중지,,,
220.82.178.10,12#2B_105동_3~5라인_3층#1-E5624R,전북특별자치도 전주시 덕진구 송천동1가 292-7,1,1전북특별자치도 전주시 덕진구 송천동1가 292-7,L2 자산정비(위치정보/상태불일치,전주,12#2B_105동_3~5라인_3층#1-E5624R,220.82.178.10,북전주국사,호남,,,,
121.154.84.202,1#실내체육관_WIFI#1-E5624R,전북특별자치도 전주시 덕진구 금암동 663-0,1,1전북특별자치도 전주시 덕진구 금암동 663-0,L2 자산정비(위치정보/상태불일치,전주,1#실내체육관_WIFI#1-E5624R,121.154.84.202,북전주국사,호남,,,,
14.55.135.246,1#에이플러스고시원#1-V2716GB,전북특별자치도 전주시 덕진구 덕진동1가 1315-49,1,1전북특별자치도 전주시 덕진구 덕진동1가 1315-49,L2 자산정비(위치정보/상태불일치,전주,1#에이플러스고시원#1-V2716GB,14.55.135.246,북전주국사,호남,,,,
175.208.92.241,1#천일복원룸#1-E5016,전북특별자치도 전주시 덕진구 인후동1가 665-5,1,1전북특별자치도 전주시 덕진구 인후동1가 665-5,L2 자산정비(위치정보/상태불일치,전주,1#천일복원룸#1-E5016,175.208.92.241,북전주국사,호남,,,,
14.55.135.252,1#하늬바람원룸#1-E5016,전북특별자치도 전주시 완산구 효자동3가 1425-5,1,1전북특별자치도 전주시 완산구 효자동3가 1425-5,L2 자산정비(위치정보/상태불일치,전주,1#하늬바람원룸#1-E5016,14.55.135.252,북전주국사,호남,,,,
14.55.146.224,1#더존원룸#1-E5016,전북특별자치도 전주시 완산구 서신동 951-8,1,1전북특별자치도 전주시 완산구 서신동 951-8,L2 자산정비(위치정보/상태불일치,전주,1#더존원룸#1-E5016,14.55.146.224,북전주국사,호남,,,,
14.55.146.226,5층 보험회사#다운빌딩#1-E5016,전북특별자치도 전주시 덕진구 금암동 461-6,1,1전북특별자치도 전주시 덕진구 금암동 461-6,L2 자산정비(위치정보/상태불일치,전주,5층 보험회사#다운빌딩#1-E5016,14.55.146.226,북전주국사,호남,,,,
14.55.146.245,제이휴아파트-E5016,전북특별자치도 전주시 완산구 서신동 294-6,1,1전북특별자치도 전주시 완산구 서신동 294-6,L2 자산정비(위치정보/상태불일치,전주,제이휴아파트-E5016,14.55.146.245,북전주국사,호남,,,,
14.55.146.248,1#해성빌딩#1-E5016,전북특별자치도 전주시 덕진구 송천동2가 176-28,1,1전북특별자치도 전주시 덕진구 송천동2가 176-28,L2 자산정비(위치정보/상태불일치,전주,1#해성빌딩#1-E5016,14.55.146.248,북전주국사,호남,,,,
14.55.146.250,1#민영빌라#1-E5016,전북특별자치도 전주시 완산구 서신동 925-10,1,1전북특별자치도 전주시 완산구 서신동 925-10,L2 자산정비(위치정보/상태불일치,전주,1#민영빌라#1-E5016,14.55.146.250,북전주국사,호남,,,,
14.55.146.196,#서곡휘트니스#-E5016,전북특별자치도 전주시 완산구 효자동3가 1484-1,1,1전북특별자치도 전주시 완산구 효자동3가 1484-1,L2 자산정비(위치정보/상태불일치,전주,#서곡휘트니스#-E5016,14.55.146.196,북전주국사,호남,,,,
14.55.146.183,1#청목빌딩옆#1-E5016,전북특별자치도 전주시 덕진구 덕진동2가 693-2,1,1전북특별자치도 전주시 덕진구 덕진동2가 693-2,L2 자산정비(위치정보/상태불일치,전주,1#청목빌딩옆#1-E5016,14.55.146.183,북전주국사,호남,,,,
14.55.146.182,1#동화빌#1-E5016,전북특별자치도 전주시 덕진구 덕진동2가 666-3,1,1전북특별자치도 전주시 덕진구 덕진동2가 666-3,L2 자산정비(위치정보/상태불일치,전주,1#동화빌#1-E5016,14.55.146.182,북전주국사,호남,,,,
61.85.167.200,#호산나원룸#-E5024,전북특별자치도 전주시 덕진구 덕진동1가 1435-41,1,1전북특별자치도 전주시 덕진구 덕진동1가 1435-41,L2 자산정비(위치정보/상태불일치,전주,#호산나원룸#-E5024,61.85.167.200,북전주국사,호남,,,,
220.124.53.77,#영재타워#-E5016,전북특별자치도 전주시 덕진구 덕진동2가 667-3,1,1전북특별자치도 전주시 덕진구 덕진동2가 667-3,L2 자산정비(위치정보/상태불일치,전주,#영재타워#-E5016,220.124.53.77,북전주국사,호남,,,,
218.151.25.207,#KT정보통신센터_10층#-E5016,전북특별자치도 전주시 완산구 서신동 766-0,1,1전북특별자치도 전주시 완산구 서신동 766-0,L2 자산정비(위치정보/상태불일치,전주,#KT정보통신센터_10층#-E5016,218.151.25.207,북전주국사,호남,,,,
220.82.171.253,#정보통신센터8층#-E5016,전북특별자치도 전주시 완산구 서신동 766-0,2,2전북특별자치도 전주시 완산구 서신동 766-0,L2 자산정비(위치정보/상태불일치,전주,#정보통신센터8층#-E5016,220.82.171.253,북전주국사,호남,,,,
14.55.142.202,정보통신 6층EPS실-E5016,전북특별자치도 전주시 완산구 서신동 766-0,3,3전북특별자치도 전주시 완산구 서신동 766-0,L2 자산정비(위치정보/상태불일치,전주,정보통신 6층EPS실-E5016,14.55.142.202,북전주국사,호남,,,,
118.41.113.42,1#영인원룸 #1-E5024H,경상북도 포항시 북구 장성동 1499-13,1,1경상북도 포항시 북구 장성동 1499-13,L2 자산정비(위치정보/상태불일치,포항,1#영인원룸 #1-E5024H,118.41.113.42,북포항국사,대구,사용중지,,,
175.200.194.28,삼정그린코아더베스트_105동OT_25F 5번-E5024,부산광역시 강서구 명지동 3599-3,1,1부산광역시 강서구 명지동 3599-3,L2 자산정비(위치정보/상태불일치,김해,삼정그린코아더베스트_105동OT_25F 5번-E5024,175.200.194.28,사하국사,부산,사용중지,,,
218.151.12.204,남자신관#1-1-E5024,전북특별자치도 완주군 삼례읍 후정리 490-0,3,3전북특별자치도 완주군 삼례읍 후정리 490-0,L2 자산정비(위치정보/상태불일치,전주,남자신관#1-1-E5024,218.151.12.204,삼례국사,호남,,,,
218.151.12.242,6#남자신관#9-E5024,전북특별자치도 완주군 삼례읍 후정리 490-0,4,4전북특별자치도 완주군 삼례읍 후정리 490-0,L2 자산정비(위치정보/상태불일치,전주,6#남자신관#9-E5024,218.151.12.242,삼례국사,호남,,,,
218.151.12.205,남자신관#3-2-E5024,전북특별자치도 완주군 삼례읍 후정리 490-0,5,5전북특별자치도 완주군 삼례읍 후정리 490-0,L2 자산정비(위치정보/상태불일치,전주,남자신관#3-2-E5024,218.151.12.205,삼례국사,호남,,,,
175.208.94.253,#삼례에이스원룸#-E5024,전북특별자치도 완주군 삼례읍 후정리 649-1,1,1전북특별자치도 완주군 삼례읍 후정리 649-1,L2 자산정비(위치정보/상태불일치,전주,#삼례에이스원룸#-E5024,175.208.94.253,삼례국사,호남,,,,
61.84.251.34,#108동3문#-V2708GA,광주광역시 서구 유촌동 864-0,1,1광주광역시 서구 유촌동 864-0,L2 자산정비(위치정보/상태불일치,북광주,#108동3문#-V2708GA,61.84.251.34,상무국사,호남,사용중지,,,
175.208.114.182,프로방스모텔-HUB#1-P3524FG,전북특별자치도 군산시 오식도동 818-7,1,1전북특별자치도 군산시 오식도동 818-7,L2 자산정비(위치정보/상태불일치,익산,프로방스모텔-HUB#1-P3524FG,175.208.114.182,서군산국사,호남,,,,
175.208.114.181,프로방스모텔-HUB#2-P3524FG,전북특별자치도 군산시 오식도동 818-7,2,2전북특별자치도 군산시 오식도동 818-7,L2 자산정비(위치정보/상태불일치,익산,프로방스모텔-HUB#2-P3524FG,175.208.114.181,서군산국사,호남,,,,
118.43.160.248,1#한울원룸#1-E5016,전북특별자치도 군산시 나운동 773-1,1,1전북특별자치도 군산시 나운동 773-1,L2 자산정비(위치정보/상태불일치,익산,1#한울원룸#1-E5016,118.43.160.248,서군산국사,호남,,,,
118.43.160.245,1#금양원룸#1-E5016,전북특별자치도 군산시 수송동 834-2,1,1전북특별자치도 군산시 수송동 834-2,L2 자산정비(위치정보/상태불일치,익산,1#금양원룸#1-E5016,118.43.160.245,서군산국사,호남,,,,
175.208.114.244,1#수협어판장 1층사무실#1-E5016,전북특별자치도 군산시 비응도동 105-0,1,1전북특별자치도 군산시 비응도동 105-0,L2 자산정비(위치정보/상태불일치,익산,1#수협어판장 1층사무실#1-E5016,175.208.114.244,서군산국사,호남,,,,
222.105.36.248,1#성경파스텔 1층 창고#1-E5016,전북특별자치도 군산시 나운동 760-1,1,1전북특별자치도 군산시 나운동 760-1,L2 자산정비(위치정보/상태불일치,익산,1#성경파스텔 1층 창고#1-E5016,222.105.36.248,서군산국사,호남,,,,
175.208.114.241,1#비응도152R작전소초#1-E5016,전북특별자치도 군산시 비응도동 37-0,1,1전북특별자치도 군산시 비응도동 37-0,L2 자산정비(위치정보/상태불일치,익산,1#비응도152R작전소초#1-E5016,175.208.114.241,서군산국사,호남,,,,
118.43.160.239,1#대한빌#1-E5016,전북특별자치도 군산시 지곡동 562-11,1,1전북특별자치도 군산시 지곡동 562-11,L2 자산정비(위치정보/상태불일치,익산,1#대한빌#1-E5016,118.43.160.239,서군산국사,호남,,,,
118.43.160.237,1#하늘아래빌딩#1-E5016,전북특별자치도 군산시 수송동 808-4,1,1전북특별자치도 군산시 수송동 808-4,L2 자산정비(위치정보/상태불일치,익산,1#하늘아래빌딩#1-E5016,118.43.160.237,서군산국사,호남,,,,
118.43.160.236,1#봉진빌딩#1-E5016,전북특별자치도 군산시 수송동 804-1,1,1전북특별자치도 군산시 수송동 804-1,L2 자산정비(위치정보/상태불일치,익산,1#봉진빌딩#1-E5016,118.43.160.236,서군산국사,호남,,,,
175.208.114.235,1#우진산업#1-E5016,전북특별자치도 군산시 오식도동 1365-0,1,1전북특별자치도 군산시 오식도동 1365-0,L2 자산정비(위치정보/상태불일치,익산,1#우진산업#1-E5016,175.208.114.235,서군산국사,호남,,,,
175.208.119.210,1#우리빌#1-E5016,전북특별자치도 군산시 산북동 3531-6,1,1전북특별자치도 군산시 산북동 3531-6,L2 자산정비(위치정보/상태불일치,익산,1#우리빌#1-E5016,175.208.119.210,서군산국사,호남,,,,
14.55.177.252,1#백광산업#1-E5016,전북특별자치도 군산시 소룡동 31-0,1,1전북특별자치도 군산시 소룡동 31-0,L2 자산정비(위치정보/상태불일치,익산,1#백광산업#1-E5016,14.55.177.252,서군산국사,호남,,,,
220.87.231.231,1#롯데시네마4층 EPS실#1-E5016,전북특별자치도 군산시 나운동 114-34,1,1전북특별자치도 군산시 나운동 114-34,L2 자산정비(위치정보/상태불일치,익산,1#롯데시네마4층 EPS실#1-E5016,220.87.231.231,서군산국사,호남,,,,
175.202.31.237,군산CC_골프텔_4층-E5016,전북특별자치도 군산시 옥서면 옥봉리 1741-0,1,1전북특별자치도 군산시 옥서면 옥봉리 1741-0,L2 자산정비(위치정보/상태불일치,익산,군산CC_골프텔_4층-E5016,175.202.31.237,서군산국사,호남,,,,
175.202.31.236,군산CC_골프텔_5층-E5016,전북특별자치도 군산시 옥서면 옥봉리 1741-0,2,2전북특별자치도 군산시 옥서면 옥봉리 1741-0,L2 자산정비(위치정보/상태불일치,익산,군산CC_골프텔_5층-E5016,175.202.31.236,서군산국사,호남,,,,
175.202.31.235,군산CC_골프텔_6층-E5016,전북특별자치도 군산시 옥서면 옥봉리 1741-0,3,3전북특별자치도 군산시 옥서면 옥봉리 1741-0,L2 자산정비(위치정보/상태불일치,익산,군산CC_골프텔_6층-E5016,175.202.31.235,서군산국사,호남,,,,
211.107.238.117,오식도_명성_1층 TV증폭기함-E5016,전북특별자치도 군산시 오식도동 632-8,1,1전북특별자치도 군산시 오식도동 632-8,L2 자산정비(위치정보/상태불일치,익산,오식도_명성_1층 TV증폭기함-E5016,211.107.238.117,서군산국사,호남,,,,
59.2.71.103,오식도_레이크빌#2_2층증폭기함-E5024,전북특별자치도 군산시 오식도동 692-4,1,1전북특별자치도 군산시 오식도동 692-4,L2 자산정비(위치정보/상태불일치,익산,오식도_레이크빌#2_2층증폭기함-E5024,59.2.71.103,서군산국사,호남,,,,
59.2.71.97,오식도_신화빌#2_2층증폭기함-E5024,전북특별자치도 군산시 오식도동 619-3,1,1전북특별자치도 군산시 오식도동 619-3,L2 자산정비(위치정보/상태불일치,익산,오식도_신화빌#2_2층증폭기함-E5024,59.2.71.97,서군산국사,호남,,,,
175.208.73.224,1#월명빌#1-E5016,전북특별자치도 군산시 수송동 881-2,1,1전북특별자치도 군산시 수송동 881-2,L2 자산정비(위치정보/상태불일치,익산,1#월명빌#1-E5016,175.208.73.224,서군산국사,호남,,,,
220.82.191.250,등#신화빌2#-E5016,전북특별자치도 군산시 오식도동 673-11,1,1전북특별자치도 군산시 오식도동 673-11,L2 자산정비(위치정보/상태불일치,익산,등#신화빌2#-E5016,220.82.191.250,서군산국사,호남,,,,
211.107.238.122,믿음빌1차-E5024,전북특별자치도 군산시 오식도동 627-9,1,1전북특별자치도 군산시 오식도동 627-9,L2 자산정비(위치정보/상태불일치,익산,믿음빌1차-E5024,211.107.238.122,서군산국사,호남,,,,
14.55.183.226,현대빌2-E5024,전북특별자치도 군산시 오식도동 613-12,1,1전북특별자치도 군산시 오식도동 613-12,L2 자산정비(위치정보/상태불일치,익산,현대빌2-E5024,14.55.183.226,서군산국사,호남,,,,
183.109.247.253,우주빌딩-E5016,전북특별자치도 군산시 소룡동 1537-4,1,1전북특별자치도 군산시 소룡동 1537-4,L2 자산정비(위치정보/상태불일치,익산,우주빌딩-E5016,183.109.247.253,서군산국사,호남,,,,
59.2.117.253,고래섬 원룸-E5016,전북특별자치도 군산시 옥도면 선유도리 90-1,1,1전북특별자치도 군산시 옥도면 선유도리 90-1,L2 자산정비(위치정보/상태불일치,익산,고래섬 원룸-E5016,59.2.117.253,서군산국사,호남,,,,
220.90.169.236,#소룡동_아크로모텔_1#-E5024,전북특별자치도 군산시 소룡동 1555-1,1,1전북특별자치도 군산시 소룡동 1555-1,L2 자산정비(위치정보/상태불일치,익산,#소룡동_아크로모텔_1#-E5024,220.90.169.236,서군산국사,호남,,,,
220.90.169.235,#소룡동_아크로모텔_2#-E5024,전북특별자치도 군산시 소룡동 1555-1,2,2전북특별자치도 군산시 소룡동 1555-1,L2 자산정비(위치정보/상태불일치,익산,#소룡동_아크로모텔_2#-E5024,220.90.169.235,서군산국사,호남,,,,
175.202.24.242,시온케슬-E5024,전북특별자치도 군산시 오식도동 635-12,1,1전북특별자치도 군산시 오식도동 635-12,L2 자산정비(위치정보/상태불일치,익산,시온케슬-E5024,175.202.24.242,서군산국사,호남,,,,
14.49.163.17,1#서귀포의꿈  원룸 멀티룸메인#1-V2716GB,제주특별자치도 서귀포시 서귀동 285-18,1,1제주특별자치도 서귀포시 서귀동 285-18,L2 자산정비(위치정보/상태불일치,제주,1#서귀포의꿈  원룸 멀티룸메인#1-V2716GB,14.49.163.17,서귀포국사,호남,,,,
210.126.90.24,1#상효원#1-V2716GB,제주특별자치도 서귀포시 상효동 산 25-0,1,1제주특별자치도 서귀포시 상효동 산 25-0,L2 자산정비(위치정보/상태불일치,제주,1#상효원#1-V2716GB,210.126.90.24,서귀포국사,호남,,,,
222.114.186.212,7F#센트리아_723호/중계용#-E5016H,대전광역시 중구 오류동 154-4,1,1대전광역시 중구 오류동 154-4,L2 자산정비(위치정보/상태불일치,서대전,7F#센트리아_723호/중계용#-E5016H,222.114.186.212,서대전국사,충청,사용중지,,,
220.92.182.2,1#양지하이츠#1-P3508FG,부산광역시 부산진구 연지동 11-4,1,1부산광역시 부산진구 연지동 11-4,L2 자산정비(위치정보/상태불일치,중부산,1#양지하이츠#1-P3508FG,220.92.182.2,서면국사,부산,,,,
14.42.213.88,2#IB0T(오피스텔)#2-V2724G,부산광역시 부산진구 부암동 669-34,1,1부산광역시 부산진구 부암동 669-34,L2 자산정비(위치정보/상태불일치,중부산,2#IB0T(오피스텔)#2-V2724G,14.42.213.88,서면국사,부산,,,,
112.185.159.212,B1#서면몰#-V2716GC,부산광역시 부산진구 부전동 573-1,1,1부산광역시 부산진구 부전동 573-1,L2 자산정비(위치정보/상태불일치,중부산,B1#서면몰#-V2716GC,112.185.159.212,서면국사,부산,사용중지,,,
221.152.21.40,서면아이파크1단지113동1-2라인/11층TPS-DAS_V3024V,부산광역시 부산진구 전포동 268-0,1,1부산광역시 부산진구 전포동 268-0,L2 자산정비(위치정보/상태불일치,중부산,서면아이파크1단지113동1-2라인/11층TPS-DAS_V3024V,221.152.21.40,서면국사,부산,,,,
221.152.21.67,서면아이파크1단지123동1-2라인/11층TPS-DAS_V3024V,부산광역시 부산진구 전포동 268-0,2,2부산광역시 부산진구 전포동 268-0,L2 자산정비(위치정보/상태불일치,중부산,서면아이파크1단지123동1-2라인/11층TPS-DAS_V3024V,221.152.21.67,서면국사,부산,,,,
121.183.7.5,#한가람타운#-DAS_V2916GB,경상북도 안동시 옥정동 468-0,1,1경상북도 안동시 옥정동 468-0,L2 자산정비(위치정보/상태불일치,안동,#한가람타운#-DAS_V2916GB,121.183.7.5,서안동국사,대구,사용중지,,,
118.45.94.160,#강변펠리시아_103동#-E5024,경상북도 안동시 법흥동 277-0,1,1경상북도 안동시 법흥동 277-0,L2 자산정비(위치정보/상태불일치,안동,#강변펠리시아_103동#-E5024,118.45.94.160,서안동국사,대구,,,,
211.194.172.20,1F#코오롱하늘채_704동3-5라인#-E5608R,경상북도 안동시 풍천면 갈전리 1177-0,1,1경상북도 안동시 풍천면 갈전리 1177-0,L2 자산정비(위치정보/상태불일치,안동,1F#코오롱하늘채_704동3-5라인#-E5608R,211.194.172.20,서안동국사,대구,사용중지,,,
221.164.48.45,1#철거예정_강남파크빌#1-P3516FGO,울산광역시 남구 무거동 1468-4,1,1울산광역시 남구 무거동 1468-4,L2 자산정비(위치정보/상태불일치,울산,1#철거예정_강남파크빌#1-P3516FGO,221.164.48.45,서울산국사,부산,,,,
125.135.149.78,105-1공동주택-E5016,경상남도 창원시 의창구 명서동 105-1,1,1경상남도 창원시 의창구 명서동 105-1,L2 자산정비(위치정보/상태불일치,창원,105-1공동주택-E5016,125.135.149.78,서창원국사,부산,사용중지,,,
121.151.251.67,101동1L6L_B1_KT랙-V2708GA,경상북도 구미시 선산읍 노상리 48-0,1,1경상북도 구미시 선산읍 노상리 48-0,L2 자산정비(위치정보/상태불일치,구미,101동1L6L_B1_KT랙-V2708GA,121.151.251.67,선산국사,대구,사용중지,,,
118.41.209.1,1#청자아파트#1-V2724GB,경상북도 구미시 선산읍 화조리 268-1,1,1경상북도 구미시 선산읍 화조리 268-1,L2 자산정비(위치정보/상태불일치,구미,1#청자아파트#1-V2724GB,118.41.209.1,선산국사,대구,사용중지,,,
14.49.189.252,엠씨씨호텔_1층단자함_1-DAS_V2908M,제주특별자치도 서귀포시 성산읍 고성리 444-7,1,1제주특별자치도 서귀포시 성산읍 고성리 444-7,L2 자산정비(위치정보/상태불일치,제주,엠씨씨호텔_1층단자함_1-DAS_V2908M,14.49.189.252,성산포국사,호남,,,,
14.49.189.250,엠씨씨호텔_2층단자함_1-DAS_V2908M,제주특별자치도 서귀포시 성산읍 고성리 444-7,2,2제주특별자치도 서귀포시 성산읍 고성리 444-7,L2 자산정비(위치정보/상태불일치,제주,엠씨씨호텔_2층단자함_1-DAS_V2908M,14.49.189.250,성산포국사,호남,,,,
14.49.189.251,엠씨씨호텔_3층단자함_1-DAS_V2908M,제주특별자치도 서귀포시 성산읍 고성리 444-7,3,3제주특별자치도 서귀포시 성산읍 고성리 444-7,L2 자산정비(위치정보/상태불일치,제주,엠씨씨호텔_3층단자함_1-DAS_V2908M,14.49.189.251,성산포국사,호남,,,,
14.49.189.249,엠씨씨호텔_4층단자함_1-DAS_V2908M,제주특별자치도 서귀포시 성산읍 고성리 444-7,4,4제주특별자치도 서귀포시 성산읍 고성리 444-7,L2 자산정비(위치정보/상태불일치,제주,엠씨씨호텔_4층단자함_1-DAS_V2908M,14.49.189.249,성산포국사,호남,,,,
59.8.55.2,성산포빌딩_1층단자함_1-DAS_V2908M,제주특별자치도 제주시 조천읍 선흘리 3514-1,2,2제주특별자치도 제주시 조천읍 선흘리 3514-1,L2 자산정비(위치정보/상태불일치,제주,성산포빌딩_1층단자함_1-DAS_V2908M,59.8.55.2,성산포국사,호남,,,,
211.229.61.18,중원종합건설-E5608R,경상북도 성주군 선남면 도성리 769-0,1,1경상북도 성주군 선남면 도성리 769-0,L2 자산정비(위치정보/상태불일치,서대구,중원종합건설-E5608R,211.229.61.18,성주국사,대구,사용중지,,,
112.160.100.36,1#고래원빌_연기리 1-62_#1-E5624R,세종특별자치시 - 연,2,2세종특별자치시 - 연,L2 자산정비(위치정보/상태불일치,세종,1#고래원빌_연기리 1-62_#1-E5624R,112.160.100.36,세종국사,충청,사용중지,,,
119.195.96.102,1#민락동남아트빌#1-P3516FGO,부산광역시 수영구 민락동 23-6,1,1부산광역시 수영구 민락동 23-6,L2 자산정비(위치정보/상태불일치,동부산,1#민락동남아트빌#1-P3516FGO,119.195.96.102,수영국사,부산,,,,
121.175.98.136,1#수영전송실내품질#1-DAS_V2924GB,부산광역시 수영구 수영동 458-8,1,1부산광역시 수영구 수영동 458-8,L2 자산정비(위치정보/상태불일치,동부산,1#수영전송실내품질#1-DAS_V2924GB,121.175.98.136,수영국사,부산,사용중지,,,
211.184.170.48,망미센텀빌-E5016,부산광역시 수영구 망미동 413-29,1,1부산광역시 수영구 망미동 413-29,L2 자산정비(위치정보/상태불일치,동부산,망미센텀빌-E5016,211.184.170.48,수영국사,부산,,,,
61.84.253.58,중문빌리지_1층통신랙_2-DAS_V2908GB,제주특별자치도 서귀포시 하예동 141-0,1,1제주특별자치도 서귀포시 하예동 141-0,L2 자산정비(위치정보/상태불일치,제주,중문빌리지_1층통신랙_2-DAS_V2908GB,61.84.253.58,신서귀포국사,호남,,,,
121.188.211.220,"#남해오네뜨_101동1,2L_1층TPS#-DAS_V2908GB",제주특별자치도 제주시 애월읍 수산리 2005-0,1,1제주특별자치도 제주시 애월읍 수산리 2005-0,L2 자산정비(위치정보/상태불일치,제주,"#남해오네뜨_101동1,2L_1층TPS#-DAS_V2908GB",121.188.211.220,신제주국사,호남,,,,
121.188.211.213,"#남해오네뜨_101동3,4L_1층TPS#-DAS_V2908GB",제주특별자치도 제주시 애월읍 수산리 2005-0,2,2제주특별자치도 제주시 애월읍 수산리 2005-0,L2 자산정비(위치정보/상태불일치,제주,"#남해오네뜨_101동3,4L_1층TPS#-DAS_V2908GB",121.188.211.213,신제주국사,호남,,,,
121.188.211.214,"#남해오네뜨_102동1,2L_1층TPS#-DAS_V2908GB",제주특별자치도 제주시 애월읍 수산리 2005-0,3,3제주특별자치도 제주시 애월읍 수산리 2005-0,L2 자산정비(위치정보/상태불일치,제주,"#남해오네뜨_102동1,2L_1층TPS#-DAS_V2908GB",121.188.211.214,신제주국사,호남,,,,
121.188.211.211,"#남해오네뜨_103동1,2L_1층TPS#-DAS_V2908GB",제주특별자치도 제주시 애월읍 수산리 2005-0,4,4제주특별자치도 제주시 애월읍 수산리 2005-0,L2 자산정비(위치정보/상태불일치,제주,"#남해오네뜨_103동1,2L_1층TPS#-DAS_V2908GB",121.188.211.211,신제주국사,호남,,,,
