장비ID,장비명/국사명,사업장,순서,key,업무명,운용팀,장비명/국사명,장비ID,국사,본부,자산현행화(세부항목),MOSS(BS)발행,자산점검 완료(MOSS 미발행),
220.95.48.193,2#102동2문_1#1-V2724GB,광주광역시 서구 풍암동 1058-0,4,4광주광역시 서구 풍암동 1058-0,V2724GB PLK PSU교체,서광주,2#102동2문_1#1-V2724GB,220.95.48.193,,호남,,,,광주광역시 서구 풍암동 일반 1058-0 103동 2문
220.95.48.191,2#103동2문_1#1-V2724GB,광주광역시 서구 풍암동 1058-0,5,5광주광역시 서구 풍암동 1058-0,V2724GB PLK PSU교체,서광주,2#103동2문_1#1-V2724GB,220.95.48.191,,호남,,,,광주광역시 서구 풍암동 일반 1058-0 103동 2문
220.95.48.187,1#105동2문#5-V2724GB,광주광역시 서구 풍암동 1058-0,6,6광주광역시 서구 풍암동 1058-0,V2724GB PLK PSU교체,서광주,1#105동2문#5-V2724GB,220.95.48.187,,호남,,,,광주광역시 서구 풍암동 일반 1058-0 103동 2문
220.95.48.186,2#105동2문#2-V2724GB,광주광역시 서구 풍암동 1058-0,7,7광주광역시 서구 풍암동 1058-0,V2724GB PLK PSU교체,서광주,2#105동2문#2-V2724GB,220.95.48.186,,호남,,,,광주광역시 서구 풍암동 일반 1058-0 103동 2문
220.95.48.183,2#106동3문_1#7-V2724GB,광주광역시 서구 풍암동 1058-0,8,8광주광역시 서구 풍암동 1058-0,V2724GB PLK PSU교체,서광주,2#106동3문_1#7-V2724GB,220.95.48.183,,호남,,,,광주광역시 서구 풍암동 일반 1058-0 103동 2문
220.95.48.190,1#103동2문#2-V2724GB,광주광역시 서구 풍암동 1058-0,9,9광주광역시 서구 풍암동 1058-0,V2724GB PLK PSU교체,서광주,1#103동2문#2-V2724GB,220.95.48.190,,호남,,,,광주광역시 서구 풍암동 일반 1058-0 103동 2문
221.144.7.137,2#102동2문#1-V2724GB,광주광역시 서구 풍암동 1127-0,1,1광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#102동2문#1-V2724GB,221.144.7.137,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.134,2#103동2문#1-V2724GB,광주광역시 서구 풍암동 1127-0,2,2광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#103동2문#1-V2724GB,221.144.7.134,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.143,1#101동2문#1-V2724GB,광주광역시 서구 풍암동 1127-0,3,3광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,1#101동2문#1-V2724GB,221.144.7.143,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.140,2#101동3문#1-V2724GB,광주광역시 서구 풍암동 1127-0,4,4광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#101동3문#1-V2724GB,221.144.7.140,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.136,2#102동3문#1-V2724GB,광주광역시 서구 풍암동 1127-0,5,5광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#102동3문#1-V2724GB,221.144.7.136,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.132,2#103동3문#1-V2724GB,광주광역시 서구 풍암동 1127-0,6,6광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#103동3문#1-V2724GB,221.144.7.132,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.130,2#105동1문#1-V2724GB,광주광역시 서구 풍암동 1127-0,7,7광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#105동1문#1-V2724GB,221.144.7.130,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.128,2#105동4문#1-V2724GB,광주광역시 서구 풍암동 1127-0,8,8광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#105동4문#1-V2724GB,221.144.7.128,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.122,2#106동4문#2-V2724GB,광주광역시 서구 풍암동 1127-0,9,9광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#106동4문#2-V2724GB,221.144.7.122,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.126,2#106동2문#1-V2724GB,광주광역시 서구 풍암동 1127-0,10,10광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#106동2문#1-V2724GB,221.144.7.126,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.119,2#107동3문#1-V2724GB,광주광역시 서구 풍암동 1127-0,11,11광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#107동3문#1-V2724GB,221.144.7.119,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
221.144.7.121,2#107동2문#1-V2724GB,광주광역시 서구 풍암동 1127-0,12,12광주광역시 서구 풍암동 1127-0,V2724GB PLK PSU교체,서광주,2#107동2문#1-V2724GB,221.144.7.121,,호남,,,,광주광역시 서구 풍암동 일반 1127-0
211.228.9.22,2#102동2문_1#2-V2724GB,광주광역시 서구 풍암동 1059-0,1,1광주광역시 서구 풍암동 1059-0,V2724GB PLK PSU교체,서광주,2#102동2문_1#2-V2724GB,211.228.9.22,,호남,,,,광주광역시 서구 풍암동 일반 1059-0
211.228.9.16,5#106동2문#5-V2724GB,광주광역시 서구 풍암동 1059-0,2,2광주광역시 서구 풍암동 1059-0,V2724GB PLK PSU교체,서광주,5#106동2문#5-V2724GB,211.228.9.16,,호남,,,,광주광역시 서구 풍암동 일반 1059-0
211.228.9.14,1#107동2문#1-V2724GB,광주광역시 서구 풍암동 1059-0,3,3광주광역시 서구 풍암동 1059-0,V2724GB PLK PSU교체,서광주,1#107동2문#1-V2724GB,211.228.9.14,,호남,,,,광주광역시 서구 풍암동 일반 1059-0
220.95.48.55,1#A동1문1층MDF#1-V2724GB,광주광역시 서구 매월동 621-2,1,1광주광역시 서구 매월동 621-2,V2724GB PLK PSU교체,서광주,1#A동1문1층MDF#1-V2724GB,220.95.48.55,,호남,,,,광주광역시 서구 매월동 일반 621-2
220.95.48.54,1#A동2문2층#1-V2724GB,광주광역시 서구 매월동 621-2,2,2광주광역시 서구 매월동 621-2,V2724GB PLK PSU교체,서광주,1#A동2문2층#1-V2724GB,220.95.48.54,,호남,,,,광주광역시 서구 매월동 일반 621-2
220.95.48.53,1#B동1문1층#1-V2724GB,광주광역시 서구 매월동 621-2,3,3광주광역시 서구 매월동 621-2,V2724GB PLK PSU교체,서광주,1#B동1문1층#1-V2724GB,220.95.48.53,,호남,,,,광주광역시 서구 매월동 일반 621-2
220.95.48.52,1#C동1문1층#1-V2724GB,광주광역시 서구 매월동 621-2,4,4광주광역시 서구 매월동 621-2,V2724GB PLK PSU교체,서광주,1#C동1문1층#1-V2724GB,220.95.48.52,,호남,,,,광주광역시 서구 매월동 일반 621-2
211.228.9.111,2#102동2문#2-V2724GB,광주광역시 서구 풍암동 1132-0,1,1광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,2#102동2문#2-V2724GB,211.228.9.111,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.103,1#105동2문#1-V2724GB,광주광역시 서구 풍암동 1132-0,2,2광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#105동2문#1-V2724GB,211.228.9.103,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.116,1#101동2문#1-V2724GB,광주광역시 서구 풍암동 1132-0,3,3광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#101동2문#1-V2724GB,211.228.9.116,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.115,2#101동2문#2-V2724GB,광주광역시 서구 풍암동 1132-0,4,4광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,2#101동2문#2-V2724GB,211.228.9.115,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.114,1#101동4문#1-V2724GB,광주광역시 서구 풍암동 1132-0,5,5광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#101동4문#1-V2724GB,211.228.9.114,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.112,1#102동2문#1-V2724GB,광주광역시 서구 풍암동 1132-0,6,6광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#102동2문#1-V2724GB,211.228.9.112,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.110,1#102동4문#1-V2724GB,광주광역시 서구 풍암동 1132-0,7,7광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#102동4문#1-V2724GB,211.228.9.110,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.109,2#102동4문_2#2-V2724GB,광주광역시 서구 풍암동 1132-0,8,8광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,2#102동4문_2#2-V2724GB,211.228.9.109,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.106,1#103동4문#1-V2724GB,광주광역시 서구 풍암동 1132-0,9,9광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#103동4문#1-V2724GB,211.228.9.106,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.108,1#103동2문#1-V2724GB,광주광역시 서구 풍암동 1132-0,10,10광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#103동2문#1-V2724GB,211.228.9.108,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.107,1#103동2문#2-V2724GB,광주광역시 서구 풍암동 1132-0,11,11광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#103동2문#2-V2724GB,211.228.9.107,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.104,1#104동2문#1-V2724GB,광주광역시 서구 풍암동 1132-0,12,12광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#104동2문#1-V2724GB,211.228.9.104,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.105,1#104동1문#1-V2724GB,광주광역시 서구 풍암동 1132-0,13,13광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#104동1문#1-V2724GB,211.228.9.105,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.102,1#105동3문#1-V2724GB,광주광역시 서구 풍암동 1132-0,14,14광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#105동3문#1-V2724GB,211.228.9.102,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.100,1#106동3문#1-V2724GB,광주광역시 서구 풍암동 1132-0,15,15광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#106동3문#1-V2724GB,211.228.9.100,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.99,2#106동3문#2-V2724GB,광주광역시 서구 풍암동 1132-0,16,16광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,2#106동3문#2-V2724GB,211.228.9.99,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.101,1#106동2문#1-V2724GB,광주광역시 서구 풍암동 1132-0,17,17광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#106동2문#1-V2724GB,211.228.9.101,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.96,1#107동3문#1-V2724GB,광주광역시 서구 풍암동 1132-0,18,18광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#107동3문#1-V2724GB,211.228.9.96,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.95,2#107동3문_2#2-V2724GB,광주광역시 서구 풍암동 1132-0,19,19광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,2#107동3문_2#2-V2724GB,211.228.9.95,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.98,1#107동2문#1-V2724GB,광주광역시 서구 풍암동 1132-0,20,20광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,1#107동2문#1-V2724GB,211.228.9.98,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
211.228.9.97,2#107동2문#2-V2724GB,광주광역시 서구 풍암동 1132-0,21,21광주광역시 서구 풍암동 1132-0,V2724GB PLK PSU교체,서광주,2#107동2문#2-V2724GB,211.228.9.97,,호남,,,,광주광역시 서구 풍암동 일반 1132-0
220.93.215.10,2#101동2문#1-V2724GB,광주광역시 남구 주월동 450-91,1,1광주광역시 남구 주월동 450-91,V2724GB PLK PSU교체,북광주,2#101동2문#1-V2724GB,220.93.215.10,,호남,,,,광주광역시 남구 주월동 일반 450-91 2라인 2번장비103동
220.93.215.11,2#101동2문#2-V2724GB,광주광역시 남구 주월동 450-91,2,2광주광역시 남구 주월동 450-91,V2724GB PLK PSU교체,북광주,2#101동2문#2-V2724GB,220.93.215.11,,호남,,,,광주광역시 남구 주월동 일반 450-91 2라인 2번장비103동
220.93.215.8,2#102동2문#1-V2724GB,광주광역시 남구 주월동 450-91,3,3광주광역시 남구 주월동 450-91,V2724GB PLK PSU교체,북광주,2#102동2문#1-V2724GB,220.93.215.8,,호남,,,,광주광역시 남구 주월동 일반 450-91 2라인 2번장비103동
220.93.215.9,2#102동2문_2#2-V2724GB,광주광역시 남구 주월동 450-91,4,4광주광역시 남구 주월동 450-91,V2724GB PLK PSU교체,북광주,2#102동2문_2#2-V2724GB,220.93.215.9,,호남,,,,광주광역시 남구 주월동 일반 450-91 2라인 2번장비103동
220.93.215.5,2#103동2문#1-V2724GB,광주광역시 남구 주월동 450-91,5,5광주광역시 남구 주월동 450-91,V2724GB PLK PSU교체,북광주,2#103동2문#1-V2724GB,220.93.215.5,,호남,,,,광주광역시 남구 주월동 일반 450-91 2라인 2번장비103동
220.93.215.6,2#103동2문#2-V2724GB,광주광역시 남구 주월동 450-91,6,6광주광역시 남구 주월동 450-91,V2724GB PLK PSU교체,북광주,2#103동2문#2-V2724GB,220.93.215.6,,호남,,,,광주광역시 남구 주월동 일반 450-91 2라인 2번장비103동
220.93.215.7,2#103동 4문#2-V2724GB,광주광역시 남구 주월동 450-91,7,7광주광역시 남구 주월동 450-91,V2724GB PLK PSU교체,북광주,2#103동 4문#2-V2724GB,220.93.215.7,,호남,,,,광주광역시 남구 주월동 일반 450-91 2라인 2번장비103동
220.93.215.4,2#103동4문#3-V2724GB,광주광역시 남구 주월동 450-91,8,8광주광역시 남구 주월동 450-91,V2724GB PLK PSU교체,북광주,2#103동4문#3-V2724GB,220.93.215.4,,호남,,,,광주광역시 남구 주월동 일반 450-91 2라인 2번장비103동
121.179.139.219,1#송하금호105동2문#1-V2724GB,광주광역시 남구 송하동 43-28,1,1광주광역시 남구 송하동 43-28,V2724GB PLK PSU교체,북광주,1#송하금호105동2문#1-V2724GB,121.179.139.219,,호남,,,,광주광역시 남구 송하동 일반 43-28 4문2번장비 103동
220.95.48.93,1#골든뜨레빌103동#1-V2724GB,광주광역시 남구 봉선동 22-2,1,1광주광역시 남구 봉선동 22-2,V2724GB PLK PSU교체,북광주,1#골든뜨레빌103동#1-V2724GB,220.95.48.93,,호남,,,,광주광역시 남구 봉선동 일반 22-2 관리사무소
115.23.40.97,#이지더원2단지2층MDF실_2SYS#-V2724GB,광주광역시 남구 봉선동 1147-0,1,1광주광역시 남구 봉선동 1147-0,V2724GB PLK PSU교체,북광주,#이지더원2단지2층MDF실_2SYS#-V2724GB,115.23.40.97,,호남,,,,광주광역시 남구 봉선동 일반 1147-0 201동 2층 MDF
220.95.48.136,2#101동1문_1CORE#1-V2724GB,광주광역시 남구 주월동 81-2,1,1광주광역시 남구 주월동 81-2,V2724GB PLK PSU교체,북광주,2#101동1문_1CORE#1-V2724GB,220.95.48.136,,호남,,,,광주광역시 남구 주월동 일반 81-2 103동3_2
220.95.48.135,2#101동1문_1CORE#2-V2724GB,광주광역시 남구 주월동 81-2,2,2광주광역시 남구 주월동 81-2,V2724GB PLK PSU교체,북광주,2#101동1문_1CORE#2-V2724GB,220.95.48.135,,호남,,,,광주광역시 남구 주월동 일반 81-2 103동3_2
220.95.48.134,2#102동2문_1CORE#1-V2724GB,광주광역시 남구 주월동 81-2,3,3광주광역시 남구 주월동 81-2,V2724GB PLK PSU교체,북광주,2#102동2문_1CORE#1-V2724GB,220.95.48.134,,호남,,,,광주광역시 남구 주월동 일반 81-2 103동3_2
220.95.48.133,2#102동2문_1CORE#2-V2724GB,광주광역시 남구 주월동 81-2,4,4광주광역시 남구 주월동 81-2,V2724GB PLK PSU교체,북광주,2#102동2문_1CORE#2-V2724GB,220.95.48.133,,호남,,,,광주광역시 남구 주월동 일반 81-2 103동3_2
220.95.48.132,2#103동2문#1-V2724GB,광주광역시 남구 주월동 81-2,5,5광주광역시 남구 주월동 81-2,V2724GB PLK PSU교체,북광주,2#103동2문#1-V2724GB,220.95.48.132,,호남,,,,광주광역시 남구 주월동 일반 81-2 103동3_2
220.95.48.131,2#103동2문_1CORE#2-V2724GB,광주광역시 남구 주월동 81-2,6,6광주광역시 남구 주월동 81-2,V2724GB PLK PSU교체,북광주,2#103동2문_1CORE#2-V2724GB,220.95.48.131,,호남,,,,광주광역시 남구 주월동 일반 81-2 103동3_2
220.95.48.130,2#103동3문#1-V2724GB,광주광역시 남구 주월동 81-2,7,7광주광역시 남구 주월동 81-2,V2724GB PLK PSU교체,북광주,2#103동3문#1-V2724GB,220.95.48.130,,호남,,,,광주광역시 남구 주월동 일반 81-2 103동3_2
220.95.48.129,2#103동3문#2-V2724GB,광주광역시 남구 주월동 81-2,8,8광주광역시 남구 주월동 81-2,V2724GB PLK PSU교체,북광주,2#103동3문#2-V2724GB,220.95.48.129,,호남,,,,광주광역시 남구 주월동 일반 81-2 103동3_2
220.95.48.128,1#주월해태2차201동1문_1CORE#1-V2724GB,광주광역시 남구 주월동 29-0,1,1광주광역시 남구 주월동 29-0,V2724GB PLK PSU교체,북광주,1#주월해태2차201동1문_1CORE#1-V2724GB,220.95.48.128,,호남,,,,광주광역시 남구 주월동 일반 29-0 1라인 102호 지하 201동
220.95.48.127,2#201동1문_1CORE#2-V2724GB,광주광역시 남구 주월동 29-0,2,2광주광역시 남구 주월동 29-0,V2724GB PLK PSU교체,북광주,2#201동1문_1CORE#2-V2724GB,220.95.48.127,,호남,,,,광주광역시 남구 주월동 일반 29-0 1라인 102호 지하 201동
220.95.48.34,2#301동2문_우#1-V2724GB,광주광역시 남구 진월동 241-0,1,1광주광역시 남구 진월동 241-0,V2724GB PLK PSU교체,북광주,2#301동2문_우#1-V2724GB,220.95.48.34,,호남,,,,광주광역시 남구 진월동 일반 241-0 3문 2번셀프301동
220.95.48.31,2#301동4문_좌#1-V2724GB,광주광역시 남구 진월동 241-0,2,2광주광역시 남구 진월동 241-0,V2724GB PLK PSU교체,북광주,2#301동4문_좌#1-V2724GB,220.95.48.31,,호남,,,,광주광역시 남구 진월동 일반 241-0 3문 2번셀프301동
220.95.48.35,2#301동1문_좌#1-V2724GB,광주광역시 남구 진월동 241-0,3,3광주광역시 남구 진월동 241-0,V2724GB PLK PSU교체,북광주,2#301동1문_좌#1-V2724GB,220.95.48.35,,호남,,,,광주광역시 남구 진월동 일반 241-0 3문 2번셀프301동
218.157.6.73,1#102동 지하EPS실#1-V2724GB,광주광역시 서구 풍암동 929-2,1,1광주광역시 서구 풍암동 929-2,V2724GB PLK PSU교체,서광주,1#102동 지하EPS실#1-V2724GB,218.157.6.73,,호남,,,,광주광역시 서구 풍암동 일반 929-2 101동 지하 EPS실
220.95.48.33,2#301동3문_우#1-V2724GB,광주광역시 남구 진월동 241-0,4,4광주광역시 남구 진월동 241-0,V2724GB PLK PSU교체,북광주,2#301동3문_우#1-V2724GB,220.95.48.33,,호남,,,,광주광역시 남구 진월동 일반 241-0 3문 2번셀프301동
220.95.48.32,2#301동3문#2-V2724GB,광주광역시 남구 진월동 241-0,5,5광주광역시 남구 진월동 241-0,V2724GB PLK PSU교체,북광주,2#301동3문#2-V2724GB,220.95.48.32,,호남,,,,광주광역시 남구 진월동 일반 241-0 3문 2번셀프301동
220.95.48.30,2#301동4문_좌#2-V2724GB,광주광역시 남구 진월동 241-0,6,6광주광역시 남구 진월동 241-0,V2724GB PLK PSU교체,북광주,2#301동4문_좌#2-V2724GB,220.95.48.30,,호남,,,,광주광역시 남구 진월동 일반 241-0 3문 2번셀프301동
218.157.6.67,1#106동2문 지하EPS실#1-V2724GB,광주광역시 서구 풍암동 929-2,2,2광주광역시 서구 풍암동 929-2,V2724GB PLK PSU교체,서광주,1#106동2문 지하EPS실#1-V2724GB,218.157.6.67,,호남,,,,광주광역시 서구 풍암동 일반 929-2 101동 지하 EPS실
218.157.6.105,2#진월현대1차304동2문#2-V2724GB,광주광역시 남구 진월동 481-4,1,1광주광역시 남구 진월동 481-4,V2724GB PLK PSU교체,북광주,2#진월현대1차304동2문#2-V2724GB,218.157.6.105,,호남,,,,광주광역시 남구 진월동 일반 481-4
218.157.6.104,2#진월현대1차305동2문#1-V2724GB,광주광역시 남구 진월동 481-4,2,2광주광역시 남구 진월동 481-4,V2724GB PLK PSU교체,북광주,2#진월현대1차305동2문#1-V2724GB,218.157.6.104,,호남,,,,광주광역시 남구 진월동 일반 481-4
218.157.6.101,2#진월현대1차306동1문#2-V2724GB,광주광역시 남구 진월동 481-4,3,3광주광역시 남구 진월동 481-4,V2724GB PLK PSU교체,북광주,2#진월현대1차306동1문#2-V2724GB,218.157.6.101,,호남,,,,광주광역시 남구 진월동 일반 481-4
218.157.6.99,2#진월현대1차307동1문#2-V2724GB,광주광역시 남구 진월동 481-4,4,4광주광역시 남구 진월동 481-4,V2724GB PLK PSU교체,북광주,2#진월현대1차307동1문#2-V2724GB,218.157.6.99,,호남,,,,광주광역시 남구 진월동 일반 481-4
218.157.6.95,2#진월현대1차309동1문#1-V2724GB,광주광역시 남구 진월동 481-4,5,5광주광역시 남구 진월동 481-4,V2724GB PLK PSU교체,북광주,2#진월현대1차309동1문#1-V2724GB,218.157.6.95,,호남,,,,광주광역시 남구 진월동 일반 481-4
125.136.38.23,2#덕산101동4문1#4-V2724GB,광주광역시 남구 주월동 1021-53,1,1광주광역시 남구 주월동 1021-53,V2724GB PLK PSU교체,북광주,2#덕산101동4문1#4-V2724GB,125.136.38.23,,호남,,,,광주광역시 남구 주월동 일반 1021-53 3라인 2번장비 A동
125.136.38.19,2#덕산102동1문1(10G)#5-V2724GB,광주광역시 남구 주월동 1021-53,2,2광주광역시 남구 주월동 1021-53,V2724GB PLK PSU교체,북광주,2#덕산102동1문1(10G)#5-V2724GB,125.136.38.19,,호남,,,,광주광역시 남구 주월동 일반 1021-53 3라인 2번장비 A동
125.136.38.20,2#덕산102동3문1#7-V2724GB,광주광역시 남구 주월동 1021-53,3,3광주광역시 남구 주월동 1021-53,V2724GB PLK PSU교체,북광주,2#덕산102동3문1#7-V2724GB,125.136.38.20,,호남,,,,광주광역시 남구 주월동 일반 1021-53 3라인 2번장비 A동
220.93.215.41,1#지하주차장10라인#1-V2724GB,광주광역시 서구 금호동 206-23,1,1광주광역시 서구 금호동 206-23,V2724GB PLK PSU교체,서광주,1#지하주차장10라인#1-V2724GB,220.93.215.41,,호남,,,,광주광역시 서구 금호동 일반 206-23 101동 2문 우측지하
220.93.215.40,1#지하주차장10라인#2-V2724GB,광주광역시 서구 금호동 206-23,2,2광주광역시 서구 금호동 206-23,V2724GB PLK PSU교체,서광주,1#지하주차장10라인#2-V2724GB,220.93.215.40,,호남,,,,광주광역시 서구 금호동 일반 206-23 101동 2문 우측지하
220.80.123.50,1#진월한신201동 2문_3#3-V2724GB,광주광역시 남구 진월동 277-0,1,1광주광역시 남구 진월동 277-0,V2724GB PLK PSU교체,북광주,1#진월한신201동 2문_3#3-V2724GB,220.80.123.50,,호남,,,,광주광역시 남구 진월동 일반 277-0 201동3문_3
220.80.123.48,1#진월한신201동 4문_2#2-V2724GB,광주광역시 남구 진월동 277-0,2,2광주광역시 남구 진월동 277-0,V2724GB PLK PSU교체,북광주,1#진월한신201동 4문_2#2-V2724GB,220.80.123.48,,호남,,,,광주광역시 남구 진월동 일반 277-0 201동3문_3
220.80.123.47,1#진월한신202동 2문_1#1-V2724GB,광주광역시 남구 진월동 277-0,3,3광주광역시 남구 진월동 277-0,V2724GB PLK PSU교체,북광주,1#진월한신202동 2문_1#1-V2724GB,220.80.123.47,,호남,,,,광주광역시 남구 진월동 일반 277-0 201동3문_3
220.80.123.45,1#진월한신202동 4문_1#1-V2724GB,광주광역시 남구 진월동 277-0,4,4광주광역시 남구 진월동 277-0,V2724GB PLK PSU교체,북광주,1#진월한신202동 4문_1#1-V2724GB,220.80.123.45,,호남,,,,광주광역시 남구 진월동 일반 277-0 201동3문_3
220.80.123.43,1#진월한신203동 2문_1#1-V2724GB,광주광역시 남구 진월동 277-0,5,5광주광역시 남구 진월동 277-0,V2724GB PLK PSU교체,북광주,1#진월한신203동 2문_1#1-V2724GB,220.80.123.43,,호남,,,,광주광역시 남구 진월동 일반 277-0 201동3문_3
220.80.123.7,1#진월한신203동 4문_2#2-V2724GB,광주광역시 남구 진월동 277-0,6,6광주광역시 남구 진월동 277-0,V2724GB PLK PSU교체,북광주,1#진월한신203동 4문_2#2-V2724GB,220.80.123.7,,호남,,,,광주광역시 남구 진월동 일반 277-0 201동3문_3
220.80.123.91,2#101동1문_2#2-V2724GB,광주광역시 서구 금호동 818-0,1,1광주광역시 서구 금호동 818-0,V2724GB PLK PSU교체,서광주,2#101동1문_2#2-V2724GB,220.80.123.91,,호남,,,,광주광역시 서구 금호동 일반 818-0 괄리사무소(상가)
220.80.123.89,2#102동1문_2#4-V2724GB,광주광역시 서구 금호동 818-0,2,2광주광역시 서구 금호동 818-0,V2724GB PLK PSU교체,서광주,2#102동1문_2#4-V2724GB,220.80.123.89,,호남,,,,광주광역시 서구 금호동 일반 818-0 괄리사무소(상가)
220.80.123.87,2#103동2문_2#6-V2724GB,광주광역시 서구 금호동 818-0,3,3광주광역시 서구 금호동 818-0,V2724GB PLK PSU교체,서광주,2#103동2문_2#6-V2724GB,220.80.123.87,,호남,,,,광주광역시 서구 금호동 일반 818-0 괄리사무소(상가)
220.80.123.86,2#103동2문_3#17-V2724GB,광주광역시 서구 금호동 818-0,4,4광주광역시 서구 금호동 818-0,V2724GB PLK PSU교체,서광주,2#103동2문_3#17-V2724GB,220.80.123.86,,호남,,,,광주광역시 서구 금호동 일반 818-0 괄리사무소(상가)
220.80.123.84,2#103동4문_2#8-V2724GB,광주광역시 서구 금호동 818-0,5,5광주광역시 서구 금호동 818-0,V2724GB PLK PSU교체,서광주,2#103동4문_2#8-V2724GB,220.80.123.84,,호남,,,,광주광역시 서구 금호동 일반 818-0 괄리사무소(상가)
220.80.123.81,2#104동2문_4#19-V2724GB,광주광역시 서구 금호동 818-0,6,6광주광역시 서구 금호동 818-0,V2724GB PLK PSU교체,서광주,2#104동2문_4#19-V2724GB,220.80.123.81,,호남,,,,광주광역시 서구 금호동 일반 818-0 괄리사무소(상가)
220.80.123.79,2#105동2문_2#12-V2724GB,광주광역시 서구 금호동 818-0,7,7광주광역시 서구 금호동 818-0,V2724GB PLK PSU교체,서광주,2#105동2문_2#12-V2724GB,220.80.123.79,,호남,,,,광주광역시 서구 금호동 일반 818-0 괄리사무소(상가)
220.80.123.76,2#106동2문_2#14-V2724GB,광주광역시 서구 금호동 818-0,8,8광주광역시 서구 금호동 818-0,V2724GB PLK PSU교체,서광주,2#106동2문_2#14-V2724GB,220.80.123.76,,호남,,,,광주광역시 서구 금호동 일반 818-0 괄리사무소(상가)
